3000000,2017-08-15,34,BEVERAGES,2273.0,23
3000001,2017-08-15,34,BOOKS,0.0,0
3000002,2017-08-15,34,BREAD/BAKERY,669.0,13
3000003,2017-08-15,34,CELEBRATION,13.0,0
3000004,2017-08-15,34,CLEANING,971.0,26
3000005,2017-08-15,34,DAIRY,595.0,16
3000006,2017-08-15,34,DELI,219.528,5
3000007,2017-08-15,34,EGGS,99.0,1
3000008,2017-08-15,34,FROZEN FOODS,54.0,0
3000009,2017-08-15,34,GROCERY I,4552.07,56
3000010,2017-08-15,34,GROCERY II,14.0,0
3000011,2017-08-15,34,HARDWARE,1.0,0
3000012,2017-08-15,34,HOME AND KITCHEN I,22.0,0
3000013,2017-08-15,34,HOME AND KITCHEN II,51.0,2
3000014,2017-08-15,34,HOME APPLIANCES,0.0,0
3000015,2017-08-15,34,HOME CARE,230.0,7
3000016,2017-08-15,34,LADIESWEAR,1.0,0
3000017,2017-08-15,34,LAWN AND GARDEN,2.0,1
3000018,2017-08-15,34,LINGERIE,1.0,0
3000019,2017-08-15,34,"LIQUOR,WINE,BEER",13.0,4
3000020,2017-08-15,34,MAGAZINES,5.0,0
3000021,2017-08-15,34,MEATS,181.096,0
3000022,2017-08-15,34,PERSONAL CARE,270.0,8
3000023,2017-08-15,34,PET SUPPLIES,6.0,0
3000024,2017-08-15,34,PLAYERS AND ELECTRONICS,4.0,0
3000025,2017-08-15,34,POULTRY,115.923996,0
3000026,2017-08-15,34,PREPARED FOODS,35.999,1
3000027,2017-08-15,34,PRODUCE,910.804,95
3000028,2017-08-15,34,SCHOOL AND OFFICE SUPPLIES,3.0,0
3000029,2017-08-15,34,SEAFOOD,3.0,0
3000030,2017-08-15,35,AUTOMOTIVE,5.0,0
3000031,2017-08-15,35,BABY CARE,0.0,0
3000032,2017-08-15,35,BEAUTY,1.0,1
3000033,2017-08-15,35,BEVERAGES,1411.0,27
3000034,2017-08-15,35,BOOKS,0.0,0
3000035,2017-08-15,35,BREAD/BAKERY,108.0,6
3000036,2017-08-15,35,CELEBRATION,1.0,0
3000037,2017-08-15,35,CLEANING,389.0,13
3000038,2017-08-15,35,DAIRY,130.0,6
3000039,2017-08-15,35,DELI,121.0,3
3000040,2017-08-15,35,EGGS,186.0,1
3000041,2017-08-15,35,FROZEN FOODS,36.0,0
3000042,2017-08-15,35,GROCERY I,1827.0,35
3000043,2017-08-15,35,GROCERY II,9.0,0
3000044,2017-08-15,35,HARDWARE,0.0,0
3000045,2017-08-15,35,HOME AND KITCHEN I,19.0,2
3000046,2017-08-15,35,HOME AND KITCHEN II,4.0,1
3000047,2017-08-15,35,HOME APPLIANCES,1.0,0
3000048,2017-08-15,35,HOME CARE,81.0,2
3000049,2017-08-15,35,LADIESWEAR,0.0,0
3000050,2017-08-15,35,LAWN AND GARDEN,0.0,0
3000051,2017-08-15,35,LINGERIE,0.0,0
3000052,2017-08-15,35,"LIQUOR,WINE,BEER",85.0,2
3000053,2017-08-15,35,MAGAZINES,1.0,0
3000054,2017-08-15,35,MEATS,234.121,0
3000055,2017-08-15,35,PERSONAL CARE,74.0,4
3000056,2017-08-15,35,PET SUPPLIES,2.0,0
3000057,2017-08-15,35,PLAYERS AND ELECTRONICS,1.0,0
3000058,2017-08-15,35,POULTRY,36.813,0
3000059,2017-08-15,35,PREPARED FOODS,27.0,0
3000060,2017-08-15,35,PRODUCE,578.222,83
3000061,2017-08-15,35,SCHOOL AND OFFICE SUPPLIES,0.0,0
3000062,2017-08-15,35,SEAFOOD,3.0,0
3000063,2017-08-15,36,AUTOMOTIVE,2.0,0
3000064,2017-08-15,36,BABY CARE,0.0,0
3000065,2017-08-15,36,BEAUTY,0.0,0
3000066,2017-08-15,36,BEVERAGES,3627.0,29
3000067,2017-08-15,36,BOOKS,0.0,0
3000068,2017-08-15,36,BREAD/BAKERY,1096.0,14
3000069,2017-08-15,36,CELEBRATION,5.0,0
3000070,2017-08-15,36,CLEANING,826.0,22
3000071,2017-08-15,36,DAIRY,700.0,20
3000072,2017-08-15,36,DELI,212.582,5
3000073,2017-08-15,36,EGGS,195.0,1
3000074,2017-08-15,36,FROZEN FOODS,31.0,1
3000075,2017-08-15,36,GROCERY I,4296.484,64
3000076,2017-08-15,36,GROCERY II,10.0,0
3000077,2017-08-15,36,HARDWARE,0.0,0
3000078,2017-08-15,36,HOME AND KITCHEN I,32.0,1
3000079,2017-08-15,36,HOME AND KITCHEN II,9.0,1
3000080,2017-08-15,36,HOME APPLIANCES,0.0,0
3000081,2017-08-15,36,HOME CARE,232.0,6
3000082,2017-08-15,36,LADIESWEAR,0.0,0
3000083,2017-08-15,36,LAWN AND GARDEN,22.0,3
3000084,2017-08-15,36,LINGERIE,4.0,0
3000085,2017-08-15,36,"LIQUOR,WINE,BEER",51.0,5
3000086,2017-08-15,36,MAGAZINES,4.0,0
3000087,2017-08-15,36,MEATS,250.613,0
3000088,2017-08-15,36,PERSONAL CARE,217.0,9
3000089,2017-08-15,36,PET SUPPLIES,7.0,0
3000090,2017-08-15,36,PLAYERS AND ELECTRONICS,4.0,0
3000091,2017-08-15,36,POULTRY,191.675,0
3000092,2017-08-15,36,PREPARED FOODS,68.316,1
3000093,2017-08-15,36,PRODUCE,2889.672,148
3000094,2017-08-15,36,SCHOOL AND OFFICE SUPPLIES,3.0,0
3000095,2017-08-15,36,SEAFOOD,0.0,0
3000096,2017-08-15,37,AUTOMOTIVE,1.0,0
3000097,2017-08-15,37,BABY CARE,0.0,0
3000098,2017-08-15,37,BEAUTY,6.0,2
3000099,2017-08-15,37,BEVERAGES,2232.0,10
3000100,2017-08-15,37,BOOKS,0.0,0
3000101,2017-08-15,37,BREAD/BAKERY,446.972,10
3000102,2017-08-15,37,CELEBRATION,4.0,0
3000103,2017-08-15,37,CLEANING,829.0,12
3000104,2017-08-15,37,DAIRY,748.0,23
3000105,2017-08-15,37,DELI,145.796,5
3000106,2017-08-15,37,EGGS,121.0,0
3000107,2017-08-15,37,FROZEN FOODS,120.155,1
3000108,2017-08-15,37,GROCERY I,3393.0,33
3000109,2017-08-15,37,GROCERY II,51.0,0
3000110,2017-08-15,37,HARDWARE,1.0,0
3000111,2017-08-15,37,HOME AND KITCHEN I,24.0,1
3000112,2017-08-15,37,HOME AND KITCHEN II,24.0,1
3000113,2017-08-15,37,HOME APPLIANCES,0.0,0
3000114,2017-08-15,37,HOME CARE,214.0,7
3000115,2017-08-15,37,LADIESWEAR,24.0,0
3000116,2017-08-15,37,LAWN AND GARDEN,25.0,0
3000117,2017-08-15,37,LINGERIE,1.0,0
3000118,2017-08-15,37,"LIQUOR,WINE,BEER",71.0,5
3000119,2017-08-15,37,MAGAZINES,17.0,0
3000120,2017-08-15,37,MEATS,240.529,0
3000121,2017-08-15,37,PERSONAL CARE,300.0,9
3000122,2017-08-15,37,PET SUPPLIES,9.0,0
3000123,2017-08-15,37,PLAYERS AND ELECTRONICS,17.0,0
3000124,2017-08-15,37,POULTRY,243.605,0
3000125,2017-08-15,37,PREPARED FOODS,72.354996,0
3000126,2017-08-15,37,PRODUCE,2138.484,10
3000127,2017-08-15,37,SCHOOL AND OFFICE SUPPLIES,0.0,0
3000128,2017-08-15,37,SEAFOOD,13.659,0
3000129,2017-08-15,38,AUTOMOTIVE,7.0,0
3000130,2017-08-15,38,BABY CARE,0.0,0
3000131,2017-08-15,38,BEAUTY,9.0,2
3000132,2017-08-15,38,BEVERAGES,1749.0,7
3000133,2017-08-15,38,BOOKS,0.0,0
3000134,2017-08-15,38,BREAD/BAKERY,400.957,7
3000135,2017-08-15,38,CELEBRATION,11.0,0
3000136,2017-08-15,38,CLEANING,809.0,11
3000137,2017-08-15,38,DAIRY,737.0,18
3000138,2017-08-15,38,DELI,124.406,4
3000139,2017-08-15,38,EGGS,70.0,0
3000140,2017-08-15,38,FROZEN FOODS,108.204,1
3000141,2017-08-15,38,GROCERY I,3022.0,33
3000142,2017-08-15,38,GROCERY II,11.0,0
3000143,2017-08-15,38,HARDWARE,0.0,0
3000144,2017-08-15,38,HOME AND KITCHEN I,31.0,2
3000145,2017-08-15,38,HOME AND KITCHEN II,22.0,2
3000146,2017-08-15,38,HOME APPLIANCES,0.0,0
3000147,2017-08-15,38,HOME CARE,270.0,6
3000148,2017-08-15,38,LADIESWEAR,36.0,0
3000149,2017-08-15,38,LAWN AND GARDEN,11.0,0
3000150,2017-08-15,38,LINGERIE,10.0,0
3000151,2017-08-15,38,"LIQUOR,WINE,BEER",51.0,7
3000152,2017-08-15,38,MAGAZINES,10.0,0
3000153,2017-08-15,38,MEATS,133.633,0
3000154,2017-08-15,38,PERSONAL CARE,287.0,11
3000155,2017-08-15,38,PET SUPPLIES,11.0,0
3000156,2017-08-15,38,PLAYERS AND ELECTRONICS,13.0,0
3000157,2017-08-15,38,POULTRY,99.694,0
3000158,2017-08-15,38,PREPARED FOODS,72.589,0
3000159,2017-08-15,38,PRODUCE,1812.146,9
3000160,2017-08-15,38,SCHOOL AND OFFICE SUPPLIES,27.0,0
3000161,2017-08-15,38,SEAFOOD,10.623,0
3000162,2017-08-15,39,AUTOMOTIVE,3.0,0
3000163,2017-08-15,39,BABY CARE,0.0,0
3000164,2017-08-15,39,BEAUTY,5.0,1
3000165,2017-08-15,39,BEVERAGES,2875.0,30
3000166,2017-08-15,39,BOOKS,0.0,0
3000167,2017-08-15,39,BREAD/BAKERY,639.0,10
3000168,2017-08-15,39,CELEBRATION,5.0,0
3000169,2017-08-15,39,CLEANING,1256.0,22
3000170,2017-08-15,39,DAIRY,618.0,23
3000171,2017-08-15,39,DELI,204.459,8
3000172,2017-08-15,39,EGGS,391.0,1
3000173,2017-08-15,39,FROZEN FOODS,61.79,0
3000174,2017-08-15,39,GROCERY I,4887.172,69
3000175,2017-08-15,39,GROCERY II,36.0,0
3000176,2017-08-15,39,HARDWARE,1.0,0
3000177,2017-08-15,39,HOME AND KITCHEN I,39.0,0
3000178,2017-08-15,39,HOME AND KITCHEN II,16.0,1
3000179,2017-08-15,39,HOME APPLIANCES,0.0,0
3000180,2017-08-15,39,HOME CARE,359.0,8
3000181,2017-08-15,39,LADIESWEAR,6.0,0
3000182,2017-08-15,39,LAWN AND GARDEN,15.0,3
3000183,2017-08-15,39,LINGERIE,8.0,3
